timestamp,object_id,size_gb,data_type,reads_last_7d,recency_days,cost_per_gb,latency_requirement_ms,cloud_location,future_tier_label
2025-08-14T00:00:00.000,OBJ_0634,11.96,DB_TRANS,23,1,0.0249,24,us-east-1,WARM
2025-06-23T00:00:00.000,OBJ_1155,248.32,GENERAL_USER,46,0,0.0108,78,us-west-2,WARM
2025-08-08T00:00:00.000,OBJ_0634,11.96,DB_TRANS,8,1,0.0249,24,us-east-1,WARM
2025-01-20T00:00:00.000,OBJ_1239,628.03,LOGS,494,0,0.007,83,us-east-1,HOT
2025-07-20T00:00:00.000,OBJ_1097,2.73,LOGS,17,0,0.0172,144,us-east-1,WARM
2025-05-11T00:00:00.000,OBJ_0461,57.56,LOGS,311,0,0.0072,125,us-east-1,HOT
2025-03-01T00:00:00.000,OBJ_1140,34.94,GENERAL_USER,83,0,0.0228,26,us-east-1,HOT
2025-02-04T00:00:00.000,OBJ_1410,400.33,LOGS,133,0,0.0175,127,us-west-2,HOT
2025-04-15T00:00:00.000,OBJ_1110,41.02,DB_TRANS,277,0,0.0354,30,eu-west-1,HOT
2025-04-29T00:00:00.000,OBJ_0288,83.22,LOGS,26,0,0.0129,121,us-east-1,WARM
2025-06-12T00:00:00.000,OBJ_1389,17.63,ARCHIVE_DOC,30,0,0.0013,428,us-east-1,WARM
2025-05-10T00:00:00.000,OBJ_0595,25.41,GENERAL_USER,59,0,0.0197,38,us-east-1,WARM
2025-03-26T00:00:00.000,OBJ_0039,73.35,GENERAL_USER,86,0,0.0361,95,ap-southeast-1,WARM
2025-03-01T00:00:00.000,OBJ_0483,74.08,LOGS,417,0,0.0098,75,eu-west-1,HOT
2025-04-19T00:00:00.000,OBJ_1033,144.14,DB_TRANS,301,0,0.1107,45,us-east-1,HOT
2025-06-12T00:00:00.000,OBJ_0010,27.25,DB_TRANS,207,1,0.0571,48,eu-west-1,WARM
2025-06-25T00:00:00.000,OBJ_0840,50.69,LOGS,2,1,0.0052,64,us-west-2,WARM
2025-08-12T00:00:00.000,OBJ_0008,27.0,ARCHIVE_DOC,11,0,0.0019,268,eu-west-1,WARM
2025-03-14T00:00:00.000,OBJ_0433,160.18,ARCHIVE_DOC,232,0,0.0069,389,eu-west-1,HOT
2025-05-11T00:00:00.000,OBJ_1486,6.5,ARCHIVE_DOC,167,0,0.0079,486,us-east-1,HOT
2025-05-11T00:00:00.000,OBJ_1446,24.71,LOGS,35,0,0.0187,111,us-west-2,WARM
2025-04-20T00:00:00.000,OBJ_1447,131.57,LOGS,259,0,0.0131,62,us-east-1,HOT
2025-04-16T00:00:00.000,OBJ_0951,92.58,DB_TRANS,82,0,0.0448,21,eu-west-1,WARM
2025-06-05T00:00:00.000,OBJ_0229,151.32,GENERAL_USER,9,1,0.0124,38,us-west-2,WARM
2025-03-17T00:00:00.000,OBJ_1124,632.8,LOGS,43,1,0.0114,148,us-west-2,WARM
2025-06-06T00:00:00.000,OBJ_0444,7.72,GENERAL_USER,25,0,0.0194,194,us-west-2,WARM
2025-04-29T00:00:00.000,OBJ_0742,21.39,LOGS,16,0,0.0179,124,us-west-2,WARM
2025-07-20T00:00:00.000,OBJ_0042,45.9,GENERAL_USER,21,0,0.0374,126,us-east-1,WARM
2025-07-29T00:00:00.000,OBJ_1159,33.54,DB_TRANS,13,1,0.0975,24,ap-southeast-1,COLD
2025-04-27T00:00:00.000,OBJ_1464,22.86,LOGS,226,0,0.0148,88,eu-west-1,HOT
2025-03-23T00:00:00.000,OBJ_1259,50.22,DB_TRANS,15,1,0.1197,35,ap-southeast-1,COLD
2025-08-20T00:00:00.000,OBJ_0587,15.26,LOGS,4,0,0.0101,86,eu-west-1,WARM
2025-04-14T00:00:00.000,OBJ_0414,89.88,DB_TRANS,7,0,0.0229,43,eu-west-1,HOT
2025-04-14T00:00:00.000,OBJ_0809,14.27,ARCHIVE_DOC,26,0,0.0079,467,ap-southeast-1,WARM
2025-01-14T00:00:00.000,OBJ_0018,13.98,GENERAL_USER,423,0,0.0428,171,us-west-2,HOT
2025-04-01T00:00:00.000,OBJ_0762,2540.53,ARCHIVE_DOC,149,0,0.0013,166,us-east-1,HOT
2025-04-18T00:00:00.000,OBJ_1450,86.77,LOGS,15,0,0.017,101,us-east-1,WARM
2025-05-25T00:00:00.000,OBJ_0913,581.83,LOGS,11,2,0.0198,61,eu-west-1,WARM
2025-06-19T00:00:00.000,OBJ_1219,1363.38,DB_TRANS,53,0,0.0266,46,us-east-1,WARM
2025-04-12T00:00:00.000,OBJ_0192,75.27,GENERAL_USER,47,0,0.0132,188,us-west-2,WARM
2025-05-14T00:00:00.000,OBJ_0100,6.53,LOGS,12,0,0.0186,86,us-east-1,WARM
2025-03-04T00:00:00.000,OBJ_1193,88.21,GENERAL_USER,45,0,0.049,122,us-west-2,WARM
2025-04-27T00:00:00.000,OBJ_0882,26.2,LOGS,14,0,0.019,122,us-west-2,WARM
2025-06-19T00:00:00.000,OBJ_0171,16.06,GENERAL_USER,20,1,0.0296,91,us-west-2,WARM
2025-08-07T00:00:00.000,OBJ_1124,632.8,LOGS,16,0,0.0114,148,us-west-2,WARM
2025-06-21T00:00:00.000,OBJ_0909,1400.92,LOGS,4,0,0.0094,97,ap-southeast-1,WARM
2025-06-19T00:00:00.000,OBJ_0709,695.54,LOGS,22,0,0.0121,77,eu-west-1,WARM
2025-03-12T00:00:00.000,OBJ_1325,2.82,DB_TRANS,435,0,0.1079,13,eu-west-1,HOT
2025-06-24T00:00:00.000,OBJ_1365,43.04,GENERAL_USER,15,2,0.0299,195,us-west-2,WARM
2025-08-06T00:00:00.000,OBJ_0680,161.18,LOGS,40,0,0.006,130,ap-southeast-1,WARM
2025-03-23T00:00:00.000,OBJ_0118,303.15,GENERAL_USER,98,0,0.0261,97,eu-west-1,HOT
2025-02-26T00:00:00.000,OBJ_0519,168.52,LOGS,73,0,0.0174,92,eu-west-1,HOT
2025-06-10T00:00:00.000,OBJ_0624,595.73,ARCHIVE_DOC,45,2,0.0078,454,us-west-2,COLD
2025-07-30T00:00:00.000,OBJ_1022,52.64,LOGS,22,0,0.0199,113,eu-west-1,WARM
2025-06-09T00:00:00.000,OBJ_0627,45.21,LOGS,21,4,0.0063,138,ap-southeast-1,WARM
2025-06-27T00:00:00.000,OBJ_0933,2.02,LOGS,3,6,0.0164,135,us-west-2,WARM
2025-03-21T00:00:00.000,OBJ_0272,312.54,LOGS,0,0,0.0058,121,us-east-1,HOT
2025-05-24T00:00:00.000,OBJ_0865,30.52,GENERAL_USER,24,0,0.046,24,us-west-2,WARM
2025-03-27T00:00:00.000,OBJ_0711,47.23,DB_TRANS,27,1,0.0875,48,us-west-2,HOT
2025-06-30T00:00:00.000,OBJ_0871,16.49,LOGS,17,1,0.0053,52,us-west-2,WARM
2025-03-31T00:00:00.000,OBJ_0001,44.37,GENERAL_USER,67,0,0.0264,28,us-west-2,WARM
2025-06-15T00:00:00.000,OBJ_1355,1.12,GENERAL_USER,6,5,0.009,148,us-east-1,WARM
2025-07-05T00:00:00.000,OBJ_0368,63.21,GENERAL_USER,24,1,0.022,171,us-west-2,WARM
2025-08-19T00:00:00.000,OBJ_0130,5.33,LOGS,11,1,0.0076,146,us-east-1,WARM
2025-03-18T00:00:00.000,OBJ_1150,12.34,DB_TRANS,47,0,0.0344,15,us-east-1,WARM
2025-06-04T00:00:00.000,OBJ_0697,8.36,LOGS,7,0,0.0139,66,us-east-1,WARM
2025-06-14T00:00:00.000,OBJ_1217,82.97,DB_TRANS,48,0,0.0764,8,us-west-2,WARM
2025-07-15T00:00:00.000,OBJ_1213,209.01,DB_TRANS,12,0,0.0585,5,ap-southeast-1,COLD
2025-05-04T00:00:00.000,OBJ_1232,47.83,ARCHIVE_DOC,23,0,0.0024,386,us-east-1,WARM
2025-05-05T00:00:00.000,OBJ_1171,83.24,LOGS,135,0,0.0161,104,ap-southeast-1,HOT
2025-08-01T00:00:00.000,OBJ_0429,3.9,LOGS,6,2,0.017,146,eu-west-1,WARM
2025-07-22T00:00:00.000,OBJ_0605,911.59,ARCHIVE_DOC,15,1,0.0065,323,us-east-1,WARM
2025-03-17T00:00:00.000,OBJ_0499,6.86,LOGS,78,0,0.0127,78,us-east-1,WARM
2025-07-12T00:00:00.000,OBJ_1276,1770.46,LOGS,24,1,0.0079,80,us-west-2,COLD
2025-08-14T00:00:00.000,OBJ_1373,4.85,DB_TRANS,11,1,0.1009,10,eu-west-1,WARM
2025-07-31T00:00:00.000,OBJ_1144,42.11,ARCHIVE_DOC,22,0,0.0039,469,us-west-2,WARM
2025-06-07T00:00:00.000,OBJ_1161,1696.65,LOGS,19,0,0.0148,57,us-west-2,WARM
2025-06-02T00:00:00.000,OBJ_1284,16.79,DB_TRANS,143,0,0.1127,47,us-east-1,HOT
2025-04-13T00:00:00.000,OBJ_0988,39.2,LOGS,21,0,0.0101,76,us-east-1,WARM
2025-08-05T00:00:00.000,OBJ_0328,139.24,DB_TRANS,14,0,0.0833,42,ap-southeast-1,WARM
2025-07-08T00:00:00.000,OBJ_1049,432.74,GENERAL_USER,26,3,0.0184,69,us-east-1,WARM
2025-08-04T00:00:00.000,OBJ_0893,315.43,LOGS,28,2,0.0065,67,us-west-2,WARM
2025-07-27T00:00:00.000,OBJ_0005,38.43,LOGS,18,2,0.0196,72,us-east-1,WARM
2025-05-26T00:00:00.000,OBJ_0366,76.41,DB_TRANS,17,2,0.0974,22,eu-west-1,WARM
2025-02-23T00:00:00.000,OBJ_0211,299.87,LOGS,46,0,0.0137,51,eu-west-1,WARM
2025-05-05T00:00:00.000,OBJ_1080,32.36,ARCHIVE_DOC,5,0,0.0027,153,us-east-1,WARM
2025-07-11T00:00:00.000,OBJ_1391,19.76,DB_TRANS,21,0,0.1037,33,ap-southeast-1,COLD
2025-07-10T00:00:00.000,OBJ_0046,27.36,DB_TRANS,20,0,0.0587,29,us-west-2,WARM
2025-07-05T00:00:00.000,OBJ_0957,108.32,DB_TRANS,12,0,0.0718,6,us-east-1,HOT
2025-06-23T00:00:00.000,OBJ_0725,41.43,GENERAL_USER,17,3,0.0097,27,eu-west-1,WARM
2025-06-05T00:00:00.000,OBJ_0520,4.46,DB_TRANS,0,0,0.1057,6,us-east-1,WARM
2025-05-05T00:00:00.000,OBJ_0558,98.66,DB_TRANS,111,0,0.0786,36,us-west-2,HOT
2025-07-18T00:00:00.000,OBJ_1419,116.95,LOGS,10,1,0.0196,70,us-west-2,WARM
2025-06-05T00:00:00.000,OBJ_0252,1317.16,ARCHIVE_DOC,15,0,0.0042,311,us-west-2,WARM
2025-07-31T00:00:00.000,OBJ_0323,1259.64,DB_TRANS,36,0,0.0735,31,ap-southeast-1,WARM
2025-04-17T00:00:00.000,OBJ_0776,18.34,LOGS,5,0,0.0143,125,eu-west-1,WARM
2025-05-17T00:00:00.000,OBJ_0116,51.83,LOGS,16,1,0.0164,138,eu-west-1,WARM
2025-07-14T00:00:00.000,OBJ_1433,22.77,DB_TRANS,5,2,0.0358,8,us-west-2,WARM
2025-03-25T00:00:00.000,OBJ_0090,63.16,ARCHIVE_DOC,96,0,0.0021,471,us-west-2,HOT
2025-05-22T00:00:00.000,OBJ_0619,76.39,GENERAL_USER,24,0,0.0097,150,us-east-1,WARM
2025-04-04T00:00:00.000,OBJ_0735,110.93,LOGS,348,0,0.0155,129,us-east-1,HOT
2025-04-30T00:00:00.000,OBJ_1136,325.12,LOGS,205,0,0.0119,67,us-west-2,HOT
2025-04-24T00:00:00.000,OBJ_1422,31.58,GENERAL_USER,22,0,0.0272,143,us-east-1,WARM
2025-02-16T00:00:00.000,OBJ_0276,73.6,LOGS,231,0,0.0098,66,eu-west-1,HOT
2025-07-28T00:00:00.000,OBJ_0901,30.26,LOGS,8,1,0.0089,64,us-west-2,WARM
2025-03-29T00:00:00.000,OBJ_1355,1.12,GENERAL_USER,185,0,0.009,148,us-east-1,HOT
2025-07-13T00:00:00.000,OBJ_0629,281.83,LOGS,16,0,0.017,100,ap-southeast-1,WARM
2025-07-29T00:00:00.000,OBJ_0015,23.49,LOGS,23,1,0.0084,50,ap-southeast-1,WARM
2025-06-22T00:00:00.000,OBJ_0442,2.46,DB_TRANS,28,0,0.0935,38,eu-west-1,WARM
2025-04-04T00:00:00.000,OBJ_1292,54.1,LOGS,138,0,0.0133,149,us-west-2,HOT
2025-05-21T00:00:00.000,OBJ_1458,377.9,GENERAL_USER,45,0,0.0477,195,us-east-1,WARM
2025-06-13T00:00:00.000,OBJ_0600,169.95,ARCHIVE_DOC,21,0,0.0043,256,eu-west-1,WARM
2025-02-07T00:00:00.000,OBJ_0783,136.44,LOGS,195,0,0.0141,77,us-west-2,HOT
2025-08-09T00:00:00.000,OBJ_0927,96.14,DB_TRANS,22,0,0.1052,29,eu-west-1,WARM
2025-08-01T00:00:00.000,OBJ_1422,31.58,GENERAL_USER,17,0,0.0272,143,us-east-1,COLD
2025-08-16T00:00:00.000,OBJ_1206,19.05,DB_TRANS,20,1,0.0802,47,us-east-1,WARM
2025-04-30T00:00:00.000,OBJ_0906,7.1,GENERAL_USER,129,0,0.0288,24,us-west-2,HOT
2025-08-02T00:00:00.000,OBJ_1078,518.6,DB_TRANS,14,1,0.0832,48,ap-southeast-1,WARM
2025-04-21T00:00:00.000,OBJ_0789,4.52,LOGS,43,0,0.014,103,ap-southeast-1,WARM
2025-08-12T00:00:00.000,OBJ_0593,90.06,GENERAL_USER,15,1,0.0331,125,us-east-1,WARM
2025-04-25T00:00:00.000,OBJ_1384,166.19,DB_TRANS,18,0,0.1159,44,us-west-2,WARM
2025-07-19T00:00:00.000,OBJ_0790,104.0,LOGS,18,2,0.0082,71,eu-west-1,COLD
2025-06-12T00:00:00.000,OBJ_0281,147.41,LOGS,39,0,0.0077,128,us-west-2,WARM
2025-04-28T00:00:00.000,OBJ_0509,15.7,LOGS,13,0,0.0067,126,us-west-2,WARM
2025-06-29T00:00:00.000,OBJ_0477,87.08,LOGS,12,2,0.0142,132,us-east-1,WARM
2025-05-13T00:00:00.000,OBJ_1219,1363.38,DB_TRANS,321,0,0.0266,46,us-east-1,HOT
2025-03-26T00:00:00.000,OBJ_1235,638.21,LOGS,57,0,0.0065,107,us-west-2,WARM
2025-03-25T00:00:00.000,OBJ_0689,106.31,GENERAL_USER,166,0,0.0307,52,us-east-1,HOT
2025-06-18T00:00:00.000,OBJ_1354,22.99,LOGS,12,6,0.0181,127,us-west-2,WARM
2025-05-25T00:00:00.000,OBJ_1155,248.32,GENERAL_USER,95,0,0.0108,78,us-west-2,HOT
2025-02-01T00:00:00.000,OBJ_0103,16.39,LOGS,211,0,0.0195,77,us-west-2,HOT
2025-08-07T00:00:00.000,OBJ_1159,33.54,DB_TRANS,8,0,0.0975,24,ap-southeast-1,WARM
2025-08-15T00:00:00.000,OBJ_1053,80.72,GENERAL_USER,16,0,0.0138,56,ap-southeast-1,WARM
2025-05-25T00:00:00.000,OBJ_0558,98.66,DB_TRANS,34,0,0.0786,36,us-west-2,WARM
2025-07-19T00:00:00.000,OBJ_0834,51.83,LOGS,15,2,0.0159,54,eu-west-1,WARM
2025-05-08T00:00:00.000,OBJ_1314,55.45,DB_TRANS,65,0,0.0239,42,us-west-2,WARM
2025-07-31T00:00:00.000,OBJ_1152,20.94,DB_TRANS,8,0,0.0296,46,us-east-1,WARM
2025-05-24T00:00:00.000,OBJ_1195,105.71,GENERAL_USER,98,0,0.0161,154,us-west-2,HOT
2025-07-20T00:00:00.000,OBJ_0840,50.69,LOGS,20,1,0.0052,64,us-west-2,WARM
2025-07-10T00:00:00.000,OBJ_0118,303.15,GENERAL_USER,21,0,0.0261,97,eu-west-1,WARM
2025-04-03T00:00:00.000,OBJ_0670,353.94,LOGS,115,0,0.0071,126,us-east-1,HOT
2025-07-30T00:00:00.000,OBJ_1187,38.98,DB_TRANS,12,1,0.119,43,us-east-1,WARM
2025-08-07T00:00:00.000,OBJ_1278,72.83,LOGS,6,5,0.018,116,us-east-1,WARM
2025-07-29T00:00:00.000,OBJ_1068,27.07,DB_TRANS,16,0,0.0223,10,us-west-2,WARM
2025-06-02T00:00:00.000,OBJ_0796,51.45,LOGS,5,1,0.0053,119,us-east-1,WARM
2025-08-06T00:00:00.000,OBJ_0164,231.61,GENERAL_USER,15,3,0.0313,64,ap-southeast-1,WARM
2025-07-23T00:00:00.000,OBJ_0587,15.26,LOGS,22,1,0.0101,86,eu-west-1,WARM
2025-06-29T00:00:00.000,OBJ_0256,365.17,DB_TRANS,14,0,0.1017,23,us-east-1,COLD
2025-06-08T00:00:00.000,OBJ_0210,128.55,DB_TRANS,27,1,0.0894,27,ap-southeast-1,WARM
2025-02-04T00:00:00.000,OBJ_0462,19.11,DB_TRANS,206,0,0.1146,22,us-east-1,HOT
2025-03-31T00:00:00.000,OBJ_1241,40.23,GENERAL_USER,302,0,0.0215,127,us-east-1,HOT
2025-01-16T00:00:00.000,OBJ_1105,11.47,GENERAL_USER,375,0,0.0405,81,ap-southeast-1,HOT
2025-04-02T00:00:00.000,OBJ_0947,19.34,LOGS,281,0,0.0178,53,us-east-1,HOT
2025-04-24T00:00:00.000,OBJ_0291,26.06,DB_TRANS,51,0,0.0252,7,us-west-2,WARM
2025-07-11T00:00:00.000,OBJ_0257,18.89,DB_TRANS,31,1,0.0305,14,us-east-1,WARM
2025-07-16T00:00:00.000,OBJ_1214,35.08,DB_TRANS,13,1,0.0471,26,us-east-1,WARM
2025-03-23T00:00:00.000,OBJ_1087,78.12,LOGS,52,2,0.0164,104,ap-southeast-1,WARM
2025-07-27T00:00:00.000,OBJ_0825,483.03,LOGS,9,1,0.0053,66,eu-west-1,WARM
2025-05-19T00:00:00.000,OBJ_0386,91.16,DB_TRANS,158,0,0.0918,31,eu-west-1,HOT
2025-04-05T00:00:00.000,OBJ_0930,23.74,DB_TRANS,28,0,0.0496,44,us-west-2,COLD
2025-06-08T00:00:00.000,OBJ_0057,34.34,LOGS,25,0,0.0135,107,us-west-2,WARM
2025-06-05T00:00:00.000,OBJ_0648,38.61,DB_TRANS,89,0,0.0877,19,us-east-1,WARM
2025-08-18T00:00:00.000,OBJ_0926,23.61,GENERAL_USER,13,1,0.0147,139,us-east-1,WARM
2025-05-01T00:00:00.000,OBJ_1011,73.43,DB_TRANS,28,0,0.08,12,us-west-2,WARM
2025-05-26T00:00:00.000,OBJ_1193,88.21,GENERAL_USER,9,0,0.049,122,us-west-2,WARM
2025-05-16T00:00:00.000,OBJ_0884,151.84,GENERAL_USER,42,1,0.0163,127,us-east-1,WARM
2025-01-18T00:00:00.000,OBJ_0870,41.87,ARCHIVE_DOC,378,0,0.0062,483,us-west-2,HOT
2025-06-04T00:00:00.000,OBJ_1037,6.07,ARCHIVE_DOC,4,3,0.0039,357,us-west-2,WARM
2025-07-23T00:00:00.000,OBJ_0900,94.92,GENERAL_USER,4,3,0.0277,193,us-west-2,WARM
2025-05-01T00:00:00.000,OBJ_1214,35.08,DB_TRANS,8,0,0.0471,26,us-east-1,WARM
2025-07-10T00:00:00.000,OBJ_0964,47.72,LOGS,21,1,0.0193,104,us-east-1,WARM
2025-06-18T00:00:00.000,OBJ_1120,286.66,DB_TRANS,8,2,0.0863,12,eu-west-1,WARM
2025-08-18T00:00:00.000,OBJ_0354,53.06,DB_TRANS,5,1,0.0666,40,eu-west-1,WARM
2025-03-21T00:00:00.000,OBJ_1320,59.44,DB_TRANS,32,0,0.0696,20,us-east-1,WARM
2025-07-31T00:00:00.000,OBJ_0880,2417.28,DB_TRANS,19,2,0.0609,7,ap-southeast-1,WARM
2025-01-31T00:00:00.000,OBJ_0395,27.01,LOGS,324,0,0.0118,137,eu-west-1,HOT
2025-07-06T00:00:00.000,OBJ_1308,278.34,ARCHIVE_DOC,1,0,0.0014,495,us-west-2,WARM
2025-07-15T00:00:00.000,OBJ_1176,4.31,ARCHIVE_DOC,15,2,0.0043,304,ap-southeast-1,WARM
2025-03-23T00:00:00.000,OBJ_0356,53.1,LOGS,30,0,0.0165,68,us-east-1,WARM
2025-05-21T00:00:00.000,OBJ_1230,23.66,GENERAL_USER,118,0,0.017,51,eu-west-1,HOT
2025-08-02T00:00:00.000,OBJ_0336,15.83,DB_TRANS,13,4,0.0295,15,us-east-1,WARM
2025-04-07T00:00:00.000,OBJ_0399,349.58,LOGS,329,0,0.0116,148,us-west-2,HOT
2025-04-29T00:00:00.000,OBJ_1432,198.48,LOGS,51,0,0.0055,88,eu-west-1,WARM
2025-07-07T00:00:00.000,OBJ_0493,15.0,GENERAL_USER,17,0,0.0213,95,us-west-2,WARM
2025-05-19T00:00:00.000,OBJ_0490,53.95,LOGS,39,0,0.0155,54,us-east-1,WARM
2025-07-02T00:00:00.000,OBJ_0184,39.05,GENERAL_USER,8,0,0.0404,21,us-west-2,WARM
2025-07-24T00:00:00.000,OBJ_1177,47.11,LOGS,20,0,0.0105,145,us-west-2,WARM
2025-02-19T00:00:00.000,OBJ_1272,10.61,DB_TRANS,171,0,0.0598,47,us-east-1,HOT
2025-08-03T00:00:00.000,OBJ_1260,126.15,GENERAL_USER,20,0,0.0099,168,us-east-1,WARM
2025-01-21T00:00:00.000,OBJ_1425,2.86,LOGS,163,0,0.0109,149,us-east-1,HOT
2025-06-04T00:00:00.000,OBJ_0125,1459.26,DB_TRANS,46,0,0.0694,27,us-west-2,COLD
2025-04-18T00:00:00.000,OBJ_0249,100.23,GENERAL_USER,13,0,0.0259,78,us-west-2,WARM
2025-03-19T00:00:00.000,OBJ_1250,89.69,LOGS,104,0,0.0065,147,eu-west-1,HOT
2025-03-18T00:00:00.000,OBJ_1298,81.54,LOGS,155,0,0.0158,93,us-west-2,HOT
2025-08-04T00:00:00.000,OBJ_1153,7.5,LOGS,18,1,0.0073,138,us-east-1,WARM
2025-07-09T00:00:00.000,OBJ_0732,100.72,ARCHIVE_DOC,15,0,0.0018,426,us-east-1,WARM
2025-04-05T00:00:00.000,OBJ_1457,96.71,LOGS,97,0,0.0116,108,ap-southeast-1,HOT
2025-05-22T00:00:00.000,OBJ_0521,123.35,DB_TRANS,17,2,0.0572,45,us-west-2,HOT
2025-03-22T00:00:00.000,OBJ_0813,73.32,DB_TRANS,22,1,0.0785,22,eu-west-1,WARM
2025-05-11T00:00:00.000,OBJ_1282,157.93,ARCHIVE_DOC,50,0,0.004,340,ap-southeast-1,WARM
2025-07-20T00:00:00.000,OBJ_1472,44.66,LOGS,5,3,0.0066,77,us-west-2,WARM
2025-03-01T00:00:00.000,OBJ_1091,51.63,DB_TRANS,200,0,0.0845,8,us-east-1,HOT
2025-06-17T00:00:00.000,OBJ_0786,190.73,ARCHIVE_DOC,49,0,0.0067,130,us-east-1,WARM
2025-06-29T00:00:00.000,OBJ_0411,10.11,LOGS,0,8,0.0148,88,us-east-1,WARM
2025-06-27T00:00:00.000,OBJ_1104,287.8,LOGS,12,0,0.0071,83,ap-southeast-1,WARM
2025-06-30T00:00:00.000,OBJ_1441,317.42,LOGS,0,8,0.0057,86,us-east-1,WARM
2025-03-21T00:00:00.000,OBJ_0717,68.41,LOGS,29,0,0.0065,101,eu-west-1,WARM
2025-06-12T00:00:00.000,OBJ_0871,16.49,LOGS,5,0,0.0053,52,us-west-2,WARM
2025-08-07T00:00:00.000,OBJ_0495,122.53,GENERAL_USER,9,0,0.0311,41,us-east-1,WARM
2025-08-19T00:00:00.000,OBJ_1355,1.12,GENERAL_USER,12,1,0.009,148,us-east-1,WARM
2025-07-31T00:00:00.000,OBJ_0265,8.4,LOGS,8,2,0.0075,115,us-west-2,WARM
2025-04-15T00:00:00.000,OBJ_0692,10.79,DB_TRANS,135,0,0.0435,9,us-west-2,HOT
2025-05-30T00:00:00.000,OBJ_0582,141.06,DB_TRANS,104,0,0.0305,29,us-east-1,WARM
2025-03-14T00:00:00.000,OBJ_1097,2.73,LOGS,229,0,0.0172,144,us-east-1,HOT
2025-07-23T00:00:00.000,OBJ_0637,60.95,DB_TRANS,13,0,0.0913,40,us-east-1,WARM
2025-07-29T00:00:00.000,OBJ_1356,24.06,LOGS,28,2,0.0128,113,us-west-2,WARM
2025-07-15T00:00:00.000,OBJ_0556,26.27,ARCHIVE_DOC,12,0,0.003,480,ap-southeast-1,WARM
2025-08-01T00:00:00.000,OBJ_0520,4.46,DB_TRANS,8,3,0.1057,6,us-east-1,COLD
2025-05-09T00:00:00.000,OBJ_0935,25.71,GENERAL_USER,19,1,0.0167,106,ap-southeast-1,WARM
2025-05-22T00:00:00.000,OBJ_0119,168.66,DB_TRANS,24,0,0.0827,48,us-west-2,HOT
2025-04-24T00:00:00.000,OBJ_1443,7.8,DB_TRANS,92,0,0.0263,9,us-east-1,WARM
2025-03-24T00:00:00.000,OBJ_1277,98.49,DB_TRANS,29,0,0.0303,10,us-east-1,WARM
2025-05-26T00:00:00.000,OBJ_1361,130.18,LOGS,5,1,0.0107,90,us-west-2,WARM
2025-08-10T00:00:00.000,OBJ_0760,23.02,DB_TRANS,20,1,0.0912,44,ap-southeast-1,COLD
2025-04-28T00:00:00.000,OBJ_0065,417.53,LOGS,23,1,0.0133,111,us-east-1,WARM
2025-04-14T00:00:00.000,OBJ_0558,98.66,DB_TRANS,311,0,0.0786,36,us-west-2,HOT
2025-06-28T00:00:00.000,OBJ_0176,55.67,LOGS,14,0,0.0115,75,ap-southeast-1,WARM
2025-05-18T00:00:00.000,OBJ_0022,60.42,DB_TRANS,50,0,0.1171,32,us-east-1,WARM
2025-07-11T00:00:00.000,OBJ_0185,159.33,DB_TRANS,10,1,0.0862,23,us-west-2,COLD
2025-04-11T00:00:00.000,OBJ_0105,100.09,DB_TRANS,21,0,0.0917,14,us-east-1,WARM
2025-02-09T00:00:00.000,OBJ_0777,37.66,LOGS,185,0,0.0074,122,eu-west-1,HOT
2025-08-08T00:00:00.000,OBJ_1298,81.54,LOGS,17,0,0.0158,93,us-west-2,WARM
2025-04-21T00:00:00.000,OBJ_0939,23.43,DB_TRANS,25,1,0.03,31,eu-west-1,HOT
2025-04-09T00:00:00.000,OBJ_0263,11.74,LOGS,22,0,0.0072,68,eu-west-1,WARM
2025-03-04T00:00:00.000,OBJ_0076,62.21,GENERAL_USER,206,0,0.0203,169,us-west-2,HOT
2025-02-18T00:00:00.000,OBJ_0895,144.47,DB_TRANS,413,0,0.1081,46,us-west-2,HOT
2025-08-06T00:00:00.000,OBJ_0486,20.7,ARCHIVE_DOC,16,0,0.0043,219,us-west-2,WARM
2025-07-14T00:00:00.000,OBJ_1496,1202.62,ARCHIVE_DOC,21,0,0.007,383,us-east-1,WARM
2025-06-14T00:00:00.000,OBJ_0759,156.1,DB_TRANS,15,3,0.0661,12,eu-west-1,WARM
2025-03-22T00:00:00.000,OBJ_0271,6.34,GENERAL_USER,298,0,0.0153,63,us-west-2,HOT
2025-05-19T00:00:00.000,OBJ_1364,328.61,DB_TRANS,22,1,0.0662,17,us-east-1,WARM
2025-07-26T00:00:00.000,OBJ_0232,58.46,DB_TRANS,10,0,0.1166,10,ap-southeast-1,WARM
2025-03-11T00:00:00.000,OBJ_0563,33.48,DB_TRANS,110,0,0.0838,12,us-east-1,HOT
2025-07-20T00:00:00.000,OBJ_1199,422.51,DB_TRANS,1,5,0.0935,40,eu-west-1,WARM
2025-04-01T00:00:00.000,OBJ_0975,3.21,LOGS,328,0,0.0141,67,us-east-1,HOT
2025-07-13T00:00:00.000,OBJ_1132,614.35,LOGS,13,2,0.0064,127,us-west-2,WARM
2025-05-30T00:00:00.000,OBJ_0333,19.77,DB_TRANS,40,1,0.1061,14,us-east-1,HOT
2025-04-09T00:00:00.000,OBJ_0111,52.47,ARCHIVE_DOC,85,0,0.0024,213,us-east-1,WARM
2025-04-01T00:00:00.000,OBJ_0372,481.41,LOGS,357,0,0.0105,108,ap-southeast-1,HOT
